LotFrontage,LotArea,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,Fireplaces,GarageCars,WoodDeckSF,OpenPorchSF,SalePrice
85.0,13600,7,1965,1990,176.0,454.0,314.0,768.0,800,1986,0.0,2,1,3,2.0,0,42,205000.0
82.0,12464,5,1996,1996,0.0,732.0,308.0,1040.0,0,1040,1.0,1,0,0,2.0,168,0,152000.0
78.0,7800,5,1948,2002,0.0,603.0,293.0,896.0,896,2008,1.0,3,0,0,1.0,103,0,225000.0
78.0,12168,8,1934,1998,0.0,428.0,537.0,965.0,1254,3194,0.0,2,1,2,2.0,0,0,359100.0
61.0,7943,4,1961,1961,192.0,903.0,126.0,1029.0,0,1029,1.0,1,0,0,1.0,64,0,118500.0
,11050,9,2000,2000,204.0,904.0,536.0,1440.0,677,2153,1.0,2,1,2,3.0,253,142,313000.0
,10395,6,1978,1978,233.0,605.0,427.0,1032.0,0,1032,0.0,2,0,1,2.0,0,0,148000.0
,11885,8,2001,2001,108.0,990.0,309.0,1299.0,573,1872,1.0,2,1,1,2.0,160,122,261500.0
70.0,8402,5,2007,2007,0.0,206.0,914.0,1120.0,0,1120,0.0,1,0,0,0.0,0,30,147000.0
21.0,1491,4,1972,1972,0.0,150.0,0.0,630.0,0,630,1.0,1,0,0,0.0,96,24,75500.0
80.0,8800,6,1963,1963,156.0,763.0,173.0,936.0,0,1054,1.0,1,0,0,2.0,120,0,137500.0
,7861,6,2002,2003,0.0,457.0,326.0,783.0,702,1509,1.0,2,1,1,2.0,100,75,183200.0
59.0,7227,6,1954,1954,0.0,0.0,832.0,832.0,0,832,0.0,1,0,0,2.0,0,0,105500.0
90.0,11694,9,2007,2007,452.0,48.0,1774.0,1822.0,0,1828,0.0,2,0,1,3.0,0,108,314813.0
85.0,12244,8,2003,2003,226.0,871.0,611.0,1482.0,780,2262,1.0,2,1,2,3.0,168,0,305000.0
45.0,8248,3,1914,1950,0.0,41.0,823.0,864.0,0,864,1.0,1,0,0,0.0,0,0,67000.0
90.0,10800,6,1974,1997,0.0,956.0,384.0,1522.0,1066,2614,0.0,2,1,1,2.0,38,243,240000.0
71.0,7064,5,1977,1977,153.0,560.0,420.0,980.0,0,980,0.0,1,0,0,2.0,192,0,135000.0
,2117,6,2000,2000,513.0,420.0,336.0,756.0,756,1512,0.0,2,1,1,2.0,0,32,168500.0
80.0,10400,6,1972,1972,288.0,247.0,485.0,732.0,778,1790,1.0,1,2,1,2.0,148,0,165150.0
87.0,10000,6,1962,1962,261.0,0.0,1116.0,1116.0,0,1116,0.0,1,1,0,2.0,0,0,160000.0
,12342,5,1960,1978,0.0,0.0,978.0,978.0,0,1422,0.0,1,0,1,1.0,0,0,139900.0
80.0,9600,6,1955,1972,164.0,674.0,350.0,1156.0,0,1520,1.0,1,0,2,1.0,0,0,153000.0
70.0,11606,5,1969,1969,192.0,650.0,390.0,1040.0,1040,2080,0.0,1,2,2,2.0,335,0,135000.0
82.0,9020,6,1964,1964,259.0,624.0,288.0,1248.0,0,1350,1.0,1,1,0,2.0,176,0,168500.0
50.0,9000,5,1880,1991,0.0,0.0,636.0,636.0,661,1750,0.0,1,0,0,1.0,0,0,124000.0
34.0,4590,8,2006,2006,108.0,24.0,1530.0,1554.0,0,1554,0.0,2,0,1,2.0,156,73,209500.0
85.0,11900,7,1977,1977,209.0,822.0,564.0,1386.0,0,1411,0.0,2,0,1,2.0,192,0,82500.0
80.0,9250,5,1954,2005,0.0,480.0,108.0,1056.0,0,1056,0.0,1,0,0,1.0,390,0,139400.0
64.0,6979,6,1980,1980,0.0,1056.0,0.0,1056.0,0,1056,2.0,0,0,0,2.0,264,56,144000.0
60.0,10896,6,1914,1995,0.0,256.0,1184.0,1440.0,1440,3395,0.0,2,0,0,0.0,0,110,200000.0
51.0,6120,2,1936,1950,0.0,0.0,264.0,264.0,0,800,0.0,1,0,1,0.0,0,0,60000.0
50.0,6000,5,1954,1954,0.0,0.0,811.0,811.0,576,1387,0.0,2,0,0,1.0,0,0,93000.0
67.0,8777,5,1910,1950,0.0,0.0,796.0,796.0,0,796,0.0,1,0,0,0.0,328,0,85000.0
53.0,3982,8,2006,2006,0.0,1154.0,366.0,1520.0,0,1567,1.0,2,0,1,3.0,312,0,264561.0
62.0,12677,8,2003,2004,472.0,1218.0,300.0,1518.0,0,1518,0.0,1,1,1,2.0,185,140,274000.0
,7050,7,2001,2001,0.0,738.0,319.0,1057.0,872,1929,1.0,2,1,1,2.0,0,235,226000.0
75.0,13860,8,1972,1995,0.0,1410.0,542.0,1952.0,704,2704,1.0,2,1,3,2.0,269,111,345000.0
80.0,10793,5,1969,1969,263.0,493.0,0.0,780.0,840,1620,0.0,2,1,0,2.0,208,0,152000.0
85.0,9187,9,2009,2009,162.0,1121.0,645.0,1766.0,0,1766,1.0,2,1,1,3.0,195,130,370878.0
,10530,6,1971,1971,0.0,282.0,664.0,981.0,0,981,1.0,1,1,0,2.0,0,312,143250.0
60.0,7200,5,1950,1950,0.0,0.0,0.0,0.0,0,1048,0.0,1,0,0,2.0,0,27,98300.0
85.0,10452,6,1953,1953,216.0,500.0,594.0,1094.0,0,1094,0.0,1,0,2,2.0,0,0,155000.0
70.0,7700,6,1966,1966,351.0,0.0,756.0,756.0,788,1839,0.0,1,1,1,2.0,0,124,155000.0
21.0,1936,4,1970,1970,0.0,131.0,0.0,630.0,0,630,1.0,1,0,0,0.0,0,0,84500.0
65.0,8125,7,2007,2007,,0.0,813.0,813.0,843,1665,0.0,2,1,0,2.0,0,0,205950.0
60.0,9084,4,1940,1950,0.0,0.0,755.0,755.0,755,1510,1.0,1,0,1,1.0,120,0,108000.0
70.0,8750,7,1996,1996,0.0,0.0,880.0,880.0,807,1716,0.0,2,1,1,2.0,0,120,191000.0
60.0,10320,6,1906,1995,0.0,0.0,756.0,756.0,713,1469,0.0,1,0,0,1.0,57,0,135000.0
91.0,10437,8,1995,1995,660.0,1696.0,413.0,2109.0,0,2113,1.0,2,1,1,3.0,236,46,350000.0
21.0,1680,6,1971,1971,381.0,0.0,525.0,525.0,567,1092,0.0,1,1,0,1.0,0,0,88000.0
72.0,10007,5,1959,2006,54.0,806.0,247.0,1053.0,0,1053,1.0,1,1,0,1.0,0,0,145500.0
60.0,7200,7,1931,2000,0.0,0.0,776.0,776.0,651,1502,0.0,1,1,1,1.0,0,0,149000.0
78.0,17503,6,1948,1950,0.0,0.0,912.0,912.0,546,1458,0.0,1,0,1,1.0,192,0,97500.0
75.0,9937,5,1964,1999,0.0,637.0,849.0,1486.0,0,1486,1.0,1,0,0,2.0,0,0,167000.0
,12384,7,1976,1976,233.0,0.0,793.0,793.0,793,1935,0.0,2,1,1,2.0,0,113,197900.0
52.0,46589,8,1994,2005,528.0,1361.0,88.0,1629.0,762,2448,1.0,2,1,1,3.0,517,76,402000.0
120.0,13560,6,1968,1968,216.0,0.0,1392.0,1392.0,0,1392,1.0,1,0,2,2.0,0,0,110000.0
90.0,10012,4,1972,1972,0.0,920.0,38.0,1138.0,0,1181,1.0,2,0,0,2.0,0,0,137500.0
49.0,20896,8,2005,2006,0.0,1721.0,356.0,2077.0,0,2097,1.0,1,1,1,3.0,192,267,423000.0
106.0,11194,8,2000,2000,40.0,0.0,1406.0,1406.0,482,1936,0.0,2,1,1,2.0,188,124,230500.0
,18450,6,1965,1979,113.0,187.0,111.0,1021.0,915,2380,0.0,2,1,1,2.0,0,265,129000.0
65.0,8125,6,1994,1998,258.0,1138.0,270.0,1408.0,0,1679,1.0,2,0,1,2.0,224,42,193500.0
,14175,5,1956,1987,0.0,988.0,200.0,1188.0,0,1437,1.0,1,1,1,2.0,304,0,168000.0
80.0,11600,4,1922,1950,0.0,0.0,700.0,700.0,0,1180,0.0,1,0,1,1.0,0,0,137500.0
64.0,8633,6,2005,2005,0.0,193.0,545.0,738.0,738,1476,1.0,2,1,0,2.0,100,35,173500.0
54.0,6629,6,1925,1950,0.0,551.0,121.0,672.0,672,1369,1.0,2,0,0,1.0,147,0,103600.0
,11250,6,1977,1977,0.0,767.0,441.0,1208.0,0,1208,1.0,1,1,1,2.0,198,42,165000.0
110.0,14442,6,1957,2004,106.0,1186.0,291.0,1477.0,0,1839,1.0,2,0,2,2.0,0,87,257500.0
80.0,9200,6,1965,1965,0.0,892.0,244.0,1136.0,0,1136,1.0,1,0,1,1.0,426,0,140000.0
24.0,2289,6,1978,1978,0.0,311.0,544.0,855.0,586,1441,0.0,2,1,1,2.0,28,0,148500.0
60.0,9600,4,1900,1950,0.0,0.0,1095.0,1095.0,679,1774,1.0,2,0,0,3.0,0,0,87000.0
52.0,9022,5,1924,2006,0.0,0.0,768.0,768.0,0,792,0.0,1,0,0,1.0,316,0,109500.0
80.0,11844,8,2008,2008,464.0,0.0,2046.0,2046.0,0,2046,0.0,2,1,1,3.0,322,82,372500.0
,9945,5,1961,1961,57.0,827.0,161.0,988.0,0,988,1.0,1,0,0,2.0,0,0,128500.0
50.0,8012,6,1980,1980,0.0,543.0,261.0,923.0,0,923,0.0,2,0,1,1.0,80,0,143000.0
55.0,4500,5,1932,2000,0.0,182.0,611.0,793.0,672,1520,0.0,1,0,0,1.0,0,0,159434.0
,2887,6,1996,1997,0.0,1003.0,288.0,1291.0,0,1291,1.0,1,0,1,2.0,307,0,173000.0
90.0,11248,9,2002,2002,215.0,1059.0,567.0,1626.0,0,1668,1.0,2,0,1,3.0,257,45,285000.0
58.0,16770,7,1998,1998,30.0,0.0,1195.0,1195.0,644,1839,0.0,2,1,0,2.0,0,81,221000.0
,5062,7,1984,1984,0.0,828.0,180.0,1190.0,900,2090,1.0,2,0,1,2.0,219,0,207500.0
84.0,10207,7,2007,2007,0.0,0.0,874.0,874.0,887,1761,0.0,3,0,0,2.0,144,105,227875.0
,5105,7,2004,2004,0.0,239.0,312.0,551.0,551,1102,0.0,2,1,0,2.0,0,60,148800.0
60.0,8089,8,2007,2007,0.0,945.0,474.0,1419.0,0,1419,1.0,2,0,1,2.0,140,0,392000.0
61.0,7577,6,2005,2006,256.0,20.0,1342.0,1362.0,0,1362,0.0,2,0,1,2.0,192,28,194700.0
,4426,6,2004,2004,147.0,697.0,151.0,848.0,0,848,1.0,1,0,1,2.0,149,0,141000.0
104.0,21535,10,1994,1995,1170.0,1455.0,989.0,2444.0,1872,4316,0.0,3,1,2,3.0,382,50,755000.0
42.0,26178,7,1989,1990,293.0,965.0,245.0,1210.0,1281,2519,1.0,2,1,2,2.0,320,27,335000.0
60.0,5400,5,1921,1968,0.0,0.0,1073.0,1073.0,0,1073,0.0,1,0,0,1.0,0,0,108480.0
51.0,6120,5,1936,1950,0.0,0.0,927.0,927.0,472,1539,0.0,1,1,0,2.0,112,0,141500.0
54.0,13811,6,1987,1987,72.0,980.0,92.0,1112.0,0,1137,1.0,2,0,1,2.0,125,0,176000.0
50.0,6000,5,1921,1950,0.0,616.0,0.0,616.0,0,616,0.0,1,0,0,1.0,0,0,89000.0
57.0,6420,5,1952,1952,0.0,210.0,219.0,980.0,0,1148,0.0,1,0,0,1.0,0,0,123500.0
65.0,8450,5,1965,2009,0.0,553.0,224.0,894.0,0,894,1.0,1,0,1,1.0,416,144,138500.0
59.0,4282,7,2004,2004,0.0,16.0,1375.0,1391.0,0,1391,0.0,2,0,0,2.0,156,158,196000.0
85.0,14331,8,2002,2002,630.0,1274.0,526.0,1800.0,0,1800,1.0,2,0,1,3.0,270,78,312500.0
80.0,9600,7,1969,1969,168.0,0.0,1164.0,1164.0,0,1164,0.0,1,1,0,2.0,0,0,140000.0
82.0,12438,8,2006,2006,466.0,0.0,1234.0,1234.0,1312,2576,0.0,2,1,1,3.0,324,100,361919.0
76.0,7630,5,1900,1996,0.0,0.0,360.0,360.0,780,1812,0.0,2,0,1,2.0,344,0,140000.0
70.0,8400,7,2004,2005,109.0,712.0,761.0,1473.0,0,1484,1.0,2,0,0,2.0,0,35,213000.0
70.0,5600,4,1930,1950,0.0,0.0,0.0,0.0,720,1092,0.0,2,0,0,0.0,0,0,55000.0
,115149,7,1971,2002,351.0,1219.0,424.0,1643.0,0,1824,1.0,2,0,2,2.0,380,48,302000.0
48.0,6240,8,2006,2006,176.0,863.0,461.0,1324.0,0,1324,1.0,2,0,1,2.0,192,38,254000.0
65.0,9018,7,2007,2007,0.0,0.0,728.0,728.0,728,1456,0.0,2,1,1,2.0,100,24,179540.0
,7162,5,1966,1966,41.0,0.0,876.0,876.0,0,904,0.0,1,0,0,1.0,0,0,109900.0
56.0,4130,3,1935,2003,0.0,0.0,270.0,270.0,0,729,0.0,1,0,0,0.0,0,0,52000.0
66.0,8712,4,1900,1950,0.0,0.0,859.0,859.0,319,1178,0.0,1,0,0,1.0,68,0,102776.0
40.0,4671,8,1988,1989,0.0,767.0,461.0,1228.0,0,1228,1.0,2,0,1,2.0,168,120,189000.0
60.0,9873,4,1970,1970,160.0,789.0,171.0,960.0,0,960,1.0,1,0,0,2.0,0,288,129000.0
,13517,6,1976,2005,289.0,533.0,192.0,725.0,754,1479,0.0,2,1,0,2.0,0,44,130500.0
78.0,10140,6,1974,1974,174.0,0.0,1064.0,1064.0,0,1350,0.0,2,0,1,2.0,0,0,165000.0
60.0,10800,7,1890,1998,0.0,0.0,718.0,718.0,978,2554,0.0,1,1,0,2.0,0,48,159500.0
80.0,10000,5,1973,2000,0.0,1084.0,92.0,1176.0,0,1178,0.0,1,1,1,2.0,224,0,157000.0
96.0,10542,7,1993,1994,651.0,1173.0,138.0,1311.0,1093,2418,1.0,2,1,1,3.0,250,154,341000.0
69.0,9920,5,1969,1969,0.0,523.0,448.0,971.0,0,971,0.0,1,1,1,1.0,0,0,128500.0
,6563,8,1985,1985,0.0,1148.0,594.0,1742.0,0,1742,1.0,2,0,1,2.0,114,28,275000.0
,4426,6,2004,2004,169.0,662.0,186.0,848.0,0,848,1.0,1,0,0,2.0,160,0,143000.0
70.0,8120,4,1970,1970,0.0,191.0,673.0,864.0,0,864,0.0,1,0,0,2.0,0,0,124500.0
60.0,8172,4,1954,1972,0.0,0.0,941.0,941.0,473,1470,0.0,2,0,0,1.0,0,0,135000.0
86.0,13286,9,2007,2008,340.0,1234.0,464.0,1698.0,0,1698,1.0,2,0,1,3.0,327,64,320000.0
60.0,6960,4,1970,1970,0.0,375.0,250.0,864.0,0,864,0.0,1,0,0,2.0,96,0,120500.0
,21695,6,1988,2007,260.0,808.0,72.0,880.0,0,1680,1.0,2,0,1,2.0,292,44,222000.0
64.0,7314,7,2007,2007,82.0,724.0,508.0,1232.0,0,1232,1.0,2,0,0,2.0,132,0,194500.0
85.0,11475,5,1958,1958,95.0,0.0,1584.0,1584.0,0,1776,1.0,2,0,0,3.0,0,25,110000.0
52.0,6240,4,1925,1950,0.0,152.0,628.0,780.0,0,1208,0.0,1,0,0,2.0,0,23,103000.0
39.0,5389,8,1995,1996,0.0,1180.0,415.0,1595.0,0,1616,1.0,2,0,1,2.0,237,152,236500.0
73.0,9590,7,2003,2003,442.0,786.0,82.0,868.0,0,1146,1.0,2,0,1,2.0,160,22,187500.0
75.0,11404,7,1998,1999,202.0,252.0,901.0,1153.0,878,2031,0.0,2,1,1,2.0,192,84,222500.0
80.0,10000,5,1961,1983,0.0,594.0,270.0,864.0,0,1144,1.0,1,0,1,1.0,165,0,131400.0
,8978,5,1968,1968,0.0,0.0,948.0,948.0,0,948,0.0,1,0,0,1.0,147,0,108000.0
60.0,10800,7,1914,1970,0.0,390.0,490.0,880.0,888,1768,0.0,1,1,2,2.0,0,341,163000.0
60.0,8544,3,1950,1950,0.0,0.0,0.0,0.0,0,1040,0.0,2,0,0,2.0,0,0,93500.0
72.0,10463,8,2005,2005,0.0,0.0,893.0,893.0,900,1801,0.0,2,1,1,3.0,0,116,239900.0
60.0,10800,5,1987,1988,0.0,1200.0,0.0,1200.0,0,1200,3.0,3,0,0,0.0,120,0,179000.0
65.0,9313,7,2004,2004,0.0,0.0,864.0,864.0,864,1728,0.0,2,1,0,2.0,187,56,190000.0
60.0,9600,5,1910,2002,0.0,0.0,264.0,264.0,664,1432,0.0,2,0,0,2.0,270,0,132000.0
65.0,6768,6,1961,1996,0.0,832.0,80.0,912.0,0,912,1.0,1,0,0,1.0,168,0,142000.0
65.0,8450,7,2000,2001,108.0,0.0,1349.0,1349.0,0,1349,0.0,2,0,0,2.0,120,55,179000.0
70.0,12886,5,1963,1999,0.0,444.0,76.0,520.0,0,1464,0.0,2,0,1,2.0,302,0,175000.0
41.0,5395,8,1993,1993,0.0,733.0,604.0,1337.0,0,1337,1.0,2,0,1,2.0,96,0,180000.0
,8963,8,1976,1996,289.0,575.0,487.0,1142.0,1540,2715,0.0,3,1,2,2.0,0,204,299800.0
,8795,7,2000,2000,0.0,300.0,652.0,952.0,1276,2256,0.0,2,1,1,2.0,224,54,236000.0
65.0,11700,7,1880,2003,0.0,0.0,1240.0,1240.0,1320,2640,0.0,1,1,1,4.0,181,0,265979.0
59.0,10593,7,1996,1996,338.0,919.0,801.0,1720.0,0,1720,1.0,2,0,1,2.0,240,56,260400.0
50.0,8405,4,1945,1950,0.0,0.0,0.0,0.0,441,1529,0.0,2,0,0,1.0,92,0,98000.0
55.0,8800,4,1910,2004,0.0,0.0,576.0,576.0,348,1140,0.0,1,0,0,0.0,0,160,96500.0
,7750,7,2003,2003,0.0,0.0,660.0,660.0,660,1320,0.0,2,1,0,2.0,0,48,162000.0
79.0,9236,6,1997,1997,0.0,1200.0,279.0,1479.0,0,1494,1.0,2,0,0,2.0,168,27,217000.0
80.0,10240,8,2005,2005,178.0,0.0,1030.0,1030.0,1060,2098,0.0,2,1,1,3.0,192,52,275500.0
61.0,7930,6,1969,2005,0.0,439.0,115.0,1026.0,0,1026,1.0,1,0,0,2.0,171,48,156000.0
34.0,3230,6,1999,1999,894.0,381.0,348.0,729.0,729,1471,0.0,2,1,0,2.0,0,24,172500.0
68.0,10769,8,2007,2007,0.0,20.0,846.0,866.0,902,1768,0.0,2,1,0,2.0,144,105,212000.0
,11616,6,1978,1978,328.0,438.0,234.0,672.0,714,1386,0.0,2,1,1,2.0,335,0,158900.0
24.0,2280,7,1999,1999,360.0,549.0,195.0,744.0,744,1501,0.0,2,1,0,2.0,0,0,179400.0
65.0,12257,8,1995,1995,513.0,56.0,1198.0,1318.0,1203,2531,0.0,2,1,1,3.0,222,98,290000.0
70.0,9100,6,1959,1959,0.0,612.0,252.0,864.0,0,864,0.0,1,0,0,1.0,0,0,127500.0
60.0,6911,5,1924,1950,0.0,405.0,740.0,1145.0,0,1301,0.0,1,0,0,2.0,0,0,100000.0
72.0,8640,7,2009,2009,0.0,24.0,732.0,756.0,783,1547,0.0,2,1,0,2.0,169,45,215200.0
82.0,9430,8,1999,1999,673.0,1163.0,89.0,1252.0,1097,2365,1.0,2,1,1,3.0,0,128,337000.0
30.0,9549,8,1995,1996,0.0,437.0,0.0,1494.0,0,1494,1.0,1,1,1,2.0,0,30,270000.0
75.0,14587,9,2008,2008,284.0,0.0,1498.0,1498.0,0,1506,0.0,2,0,1,2.0,0,174,264132.0
80.0,10421,7,1988,1988,42.0,394.0,586.0,980.0,734,1714,0.0,2,1,1,2.0,228,66,196500.0
75.0,12508,6,1940,1985,0.0,660.0,323.0,983.0,767,1750,1.0,2,0,0,1.0,245,0,160000.0
70.0,9100,7,2004,2005,0.0,24.0,1836.0,1860.0,0,1836,0.0,2,0,1,2.0,120,33,216837.0
47.0,53504,8,2003,2003,603.0,1416.0,234.0,1650.0,1589,3279,1.0,3,1,1,3.0,503,36,538000.0
,7252,5,1982,1982,0.0,685.0,173.0,858.0,0,858,1.0,1,0,0,2.0,120,0,134900.0
67.0,8877,4,1951,1951,0.0,836.0,0.0,836.0,0,1220,0.0,1,0,0,2.0,0,0,102000.0
94.0,7819,6,1976,1976,0.0,422.0,480.0,1029.0,0,1117,1.0,1,0,1,2.0,144,0,107000.0
70.0,10150,5,1958,1958,1.0,456.0,456.0,912.0,0,912,0.0,1,0,0,1.0,0,0,114500.0
110.0,14226,8,2006,2006,375.0,0.0,1935.0,1935.0,0,1973,0.0,2,0,1,3.0,315,45,395000.0
32.0,4500,6,1998,1998,320.0,866.0,338.0,1204.0,0,1204,1.0,2,0,0,2.0,0,247,162000.0
86.0,11210,7,2005,2006,240.0,20.0,1594.0,1614.0,0,1614,0.0,2,0,0,3.0,144,59,221500.0
100.0,13350,5,1974,1974,0.0,762.0,102.0,864.0,0,894,1.0,1,0,1,2.0,241,0,142500.0
60.0,8400,5,1977,1977,320.0,0.0,0.0,0.0,0,2020,0.0,2,0,2,2.0,0,0,144000.0
78.0,10530,6,1977,1977,90.0,975.0,0.0,975.0,0,1004,1.0,1,0,0,2.0,0,0,135000.0
63.0,7875,7,1995,1996,38.0,0.0,1237.0,1237.0,0,1253,0.0,2,0,1,2.0,220,21,176000.0
65.0,7153,6,1992,1992,0.0,387.0,374.0,761.0,793,1603,0.0,2,1,0,2.0,0,124,175900.0
67.0,16285,7,2001,2002,0.0,0.0,1413.0,1413.0,0,1430,0.0,2,0,0,2.0,0,33,187100.0
,9101,5,1978,1978,104.0,1097.0,0.0,1097.0,0,1110,1.0,1,0,1,2.0,303,30,165500.0
35.0,6300,6,1914,2001,0.0,0.0,742.0,742.0,742,1484,0.0,2,0,1,0.0,0,291,128000.0
,9790,6,1967,1967,0.0,251.0,491.0,1372.0,0,1342,0.0,2,0,1,2.0,0,0,161500.0
60.0,10800,5,1915,1950,0.0,686.0,0.0,686.0,686,1652,1.0,2,0,0,1.0,0,0,139000.0
76.0,10142,7,2004,2004,0.0,656.0,300.0,956.0,1128,2084,1.0,2,1,0,2.0,0,45,233000.0
50.0,6000,4,1954,2000,0.0,0.0,901.0,901.0,0,901,0.0,1,0,0,1.0,0,0,107900.0
,12205,6,1966,2007,157.0,568.0,264.0,832.0,1111,2087,0.0,2,1,0,2.0,133,168,187500.0
43.0,3182,7,2005,2006,11.0,16.0,1129.0,1145.0,0,1145,0.0,2,0,1,2.0,100,16,160200.0
,11333,6,1976,1976,0.0,539.0,490.0,1029.0,0,1062,1.0,1,0,2,2.0,120,0,146800.0
92.0,9920,7,1996,1997,0.0,862.0,255.0,1117.0,886,2013,1.0,2,1,1,2.0,180,130,269790.0
76.0,9158,8,2007,2007,140.0,0.0,1496.0,1496.0,0,1496,0.0,2,0,0,2.0,168,130,225000.0
,10832,7,1994,1996,0.0,0.0,712.0,712.0,809,1895,0.0,2,1,1,2.0,143,46,194500.0
70.0,8400,6,1980,1981,130.0,0.0,650.0,650.0,676,1564,0.0,2,1,1,2.0,0,50,171000.0
71.0,8197,6,1977,1977,148.0,0.0,660.0,660.0,0,1285,0.0,1,1,1,2.0,138,0,143500.0
57.0,7677,5,1953,1953,0.0,570.0,203.0,773.0,0,773,0.0,1,0,0,1.0,0,0,110000.0
104.0,13518,9,2008,2009,860.0,0.0,1926.0,1926.0,1174,3140,0.0,3,1,2,3.0,144,78,485000.0
60.0,7200,5,1937,1950,252.0,569.0,162.0,731.0,787,1768,1.0,1,1,2,1.0,0,0,175000.0
79.0,12798,6,1997,1997,0.0,462.0,154.0,616.0,1072,1688,1.0,2,1,0,2.0,403,114,200000.0
40.0,4800,4,1916,1990,0.0,197.0,999.0,1196.0,0,1196,1.0,1,0,0,2.0,0,0,109900.0
63.0,8199,7,2005,2005,0.0,648.0,80.0,728.0,728,1456,1.0,2,1,1,2.0,36,18,189000.0
107.0,13891,9,2008,2009,424.0,0.0,1734.0,1734.0,1088,2822,0.0,3,1,1,3.0,52,170,582933.0
75.0,9000,5,1954,1954,0.0,812.0,124.0,936.0,0,1128,0.0,1,0,0,1.0,0,0,118000.0
91.0,12274,7,2008,2008,256.0,0.0,1417.0,1417.0,0,1428,0.0,2,0,0,2.0,0,60,227680.0
75.0,9750,5,1967,1967,0.0,400.0,100.0,980.0,0,980,0.0,2,0,0,1.0,68,0,135500.0
144.0,21384,5,1923,2004,0.0,1309.0,15.0,1324.0,504,1576,2.0,1,1,1,2.0,0,312,223500.0
85.0,13400,5,1966,1966,1047.0,516.0,380.0,1024.0,0,1086,1.0,1,0,1,2.0,0,0,159950.0
90.0,8100,5,1898,1965,0.0,0.0,849.0,849.0,1063,2138,0.0,2,0,0,2.0,40,156,106000.0
78.0,10140,6,1974,1999,99.0,663.0,0.0,1040.0,0,1309,1.0,1,1,1,2.0,265,0,181000.0
,4438,6,2004,2004,169.0,662.0,186.0,848.0,0,848,1.0,1,0,1,2.0,140,0,144500.0
66.0,8712,5,1952,1952,0.0,0.0,540.0,540.0,0,1044,0.0,1,0,0,2.0,0,0,55993.0
75.0,9750,6,1958,1958,243.0,608.0,834.0,1442.0,0,1442,0.0,1,1,0,1.0,0,0,157900.0
45.0,8248,5,1918,1950,0.0,0.0,686.0,686.0,564,1250,0.0,1,1,0,1.0,207,0,116000.0
48.0,12137,7,1998,1998,442.0,0.0,1649.0,1649.0,0,1661,0.0,2,0,0,2.0,0,34,224900.0
,11425,5,1954,1954,0.0,486.0,522.0,1008.0,0,1008,0.0,1,0,1,1.0,0,0,137000.0
,13265,8,2002,2002,148.0,1218.0,350.0,1568.0,0,1689,1.0,2,0,2,3.0,150,59,271000.0
80.0,8816,6,1971,1971,80.0,504.0,506.0,1010.0,0,1052,1.0,1,0,0,2.0,0,0,155000.0
44.0,6371,7,2009,2010,128.0,733.0,625.0,1358.0,0,1358,1.0,2,0,1,2.0,192,35,224000.0
72.0,7226,7,2003,2003,0.0,0.0,798.0,798.0,842,1640,0.0,2,1,0,2.0,0,45,183000.0
60.0,6000,4,1953,1953,0.0,0.0,936.0,936.0,0,936,0.0,1,0,0,2.0,0,32,93000.0
,12394,7,2003,2003,0.0,0.0,847.0,847.0,886,1733,0.0,2,1,1,2.0,100,48,225000.0
60.0,9900,6,1940,1950,0.0,0.0,778.0,778.0,545,1489,0.0,2,0,1,1.0,335,0,139500.0
81.0,11216,8,2006,2006,0.0,0.0,1489.0,1489.0,0,1489,0.0,2,0,1,2.0,0,140,232600.0
114.0,14803,10,2007,2008,816.0,1636.0,442.0,2078.0,0,2084,1.0,2,0,1,3.0,188,45,385000.0
50.0,6130,5,1924,1950,0.0,784.0,0.0,784.0,0,784,1.0,1,0,0,0.0,0,0,109500.0
65.0,8529,7,2001,2001,0.0,20.0,1434.0,1454.0,0,1434,0.0,2,0,1,2.0,290,39,189000.0
,28698,5,1967,1967,0.0,249.0,0.0,1013.0,966,2126,0.0,2,1,0,2.0,486,0,185000.0
24.0,2544,7,2005,2005,0.0,0.0,600.0,600.0,623,1223,0.0,2,1,0,2.0,0,166,147400.0
80.0,11900,6,1957,1957,387.0,1040.0,352.0,1392.0,0,1392,1.0,1,1,2,2.0,0,0,166000.0
30.0,3180,7,2005,2005,0.0,0.0,600.0,600.0,600,1200,0.0,2,1,0,2.0,0,166,151000.0
44.0,9548,7,2003,2003,223.0,483.0,458.0,941.0,888,1829,1.0,2,1,1,2.0,192,39,237000.0
100.0,10004,6,1964,1964,180.0,196.0,975.0,1516.0,0,1516,0.0,1,1,0,2.0,0,0,167000.0
75.0,7875,5,1961,1961,136.0,572.0,572.0,1144.0,0,1144,1.0,1,0,0,2.0,0,0,139950.0
60.0,9600,4,1950,1995,0.0,442.0,625.0,1067.0,0,1067,0.0,2,0,0,2.0,290,0,128000.0
90.0,8100,5,1948,1973,0.0,338.0,1221.0,1559.0,0,1559,1.0,1,0,0,2.0,0,116,153500.0
21.0,1680,6,1973,1973,158.0,330.0,153.0,483.0,504,987,1.0,1,1,0,1.0,0,0,100000.0
